category,video_id,video_path,input_frames_path,target_frame_path,template,label,placeholders,resolution
drop_object,82989,extracted_videos/20bn-something-something-v2/82989.webm,processed_data_256/frames/drop_object/82989_input.npy,processed_data_256/frames/drop_object/82989_target.npy,Dropping [something] onto [something],dropping case onto table,"['case', 'table']",256x256
move_object,210800,extracted_videos/20bn-something-something-v2/210800.webm,processed_data_256/frames/move_object/210800_input.npy,processed_data_256/frames/move_object/210800_target.npy,Moving [something] away from [something],moving color pencils away from color pencils,"['color pencils', 'color pencils']",256x256
drop_object,158688,extracted_videos/20bn-something-something-v2/158688.webm,processed_data_256/frames/drop_object/158688_input.npy,processed_data_256/frames/drop_object/158688_target.npy,Dropping [something] next to [something],dropping car next to ball,"['car', 'ball']",256x256
move_object,138193,extracted_videos/20bn-something-something-v2/138193.webm,processed_data_256/frames/move_object/138193_input.npy,processed_data_256/frames/move_object/138193_target.npy,Moving [something] and [something] closer to each other,moving glass and plate closer to each other,"['glass', 'plate']",256x256
move_object,70202,extracted_videos/20bn-something-something-v2/70202.webm,processed_data_256/frames/move_object/70202_input.npy,processed_data_256/frames/move_object/70202_target.npy,Pulling [something] from left to right,pulling pencil from left to right,['pencil'],256x256
move_object,105181,extracted_videos/20bn-something-something-v2/105181.webm,processed_data_256/frames/move_object/105181_input.npy,processed_data_256/frames/move_object/105181_target.npy,Pushing [something] from right to left,pushing letter from right to left,['letter'],256x256
drop_object,62922,extracted_videos/20bn-something-something-v2/62922.webm,processed_data_256/frames/drop_object/62922_input.npy,processed_data_256/frames/drop_object/62922_target.npy,Dropping [something] in front of [something],dropping plastic bottle in front of basket,"['plastic bottle', 'basket']",256x256
move_object,47725,extracted_videos/20bn-something-something-v2/47725.webm,processed_data_256/frames/move_object/47725_input.npy,processed_data_256/frames/move_object/47725_target.npy,Pushing [something] so that it almost falls off but doesn't,pushing a phone so that it almost falls off but doesn't,['a phone'],256x256
cover_object,23248,extracted_videos/20bn-something-something-v2/23248.webm,processed_data_256/frames/cover_object/23248_input.npy,processed_data_256/frames/cover_object/23248_target.npy,Showing [something] on top of [something],showing battery on top of lid,"['battery', 'lid']",256x256
move_object,54804,extracted_videos/20bn-something-something-v2/54804.webm,processed_data_256/frames/move_object/54804_input.npy,processed_data_256/frames/move_object/54804_target.npy,Pushing [something] so that it slightly moves,pushing roll of tape so that it slightly moves,['roll of tape'],256x256
drop_object,56478,extracted_videos/20bn-something-something-v2/56478.webm,processed_data_256/frames/drop_object/56478_input.npy,processed_data_256/frames/drop_object/56478_target.npy,Dropping [something] in front of [something],dropping paper in front of keys,"['paper', 'keys']",256x256
cover_object,213180,extracted_videos/20bn-something-something-v2/213180.webm,processed_data_256/frames/cover_object/213180_input.npy,processed_data_256/frames/cover_object/213180_target.npy,Showing [something] on top of [something],showing books on top of shelf,"['books', 'shelf']",256x256
cover_object,158305,extracted_videos/20bn-something-something-v2/158305.webm,processed_data_256/frames/cover_object/158305_input.npy,processed_data_256/frames/cover_object/158305_target.npy,Covering [something] with [something],covering slippers with a t-shirt,"['slippers', 'a t-shirt']",256x256
move_object,30594,extracted_videos/20bn-something-something-v2/30594.webm,processed_data_256/frames/move_object/30594_input.npy,processed_data_256/frames/move_object/30594_target.npy,Moving [something] and [something] away from each other,moving box and sphere away from each other,"['box', 'sphere']",256x256
drop_object,187066,extracted_videos/20bn-something-something-v2/187066.webm,processed_data_256/frames/drop_object/187066_input.npy,processed_data_256/frames/drop_object/187066_target.npy,Dropping [something] behind [something],dropping a lipbalm behind a mobile phone,"['a lipbalm', 'a mobile phone']",256x256
cover_object,167897,extracted_videos/20bn-something-something-v2/167897.webm,processed_data_256/frames/cover_object/167897_input.npy,processed_data_256/frames/cover_object/167897_target.npy,Showing [something] on top of [something],showing gun toy on top of bicycle toy,"['gun toy', 'bicycle toy']",256x256
cover_object,171183,extracted_videos/20bn-something-something-v2/171183.webm,processed_data_256/frames/cover_object/171183_input.npy,processed_data_256/frames/cover_object/171183_target.npy,Covering [something] with [something],covering charger with tissue,"['charger', 'tissue']",256x256
cover_object,124363,extracted_videos/20bn-something-something-v2/124363.webm,processed_data_256/frames/cover_object/124363_input.npy,processed_data_256/frames/cover_object/124363_target.npy,Showing [something] on top of [something],showing cloths on top of carton box,"['cloths', 'carton box']",256x256
cover_object,204089,extracted_videos/20bn-something-something-v2/204089.webm,processed_data_256/frames/cover_object/204089_input.npy,processed_data_256/frames/cover_object/204089_target.npy,Putting [something] onto [something],putting cigarette box onto pc harddisk,"['cigarette box', 'pc harddisk']",256x256
move_object,104401,extracted_videos/20bn-something-something-v2/104401.webm,processed_data_256/frames/move_object/104401_input.npy,processed_data_256/frames/move_object/104401_target.npy,Moving [something] and [something] away from each other,moving a spoon and a fork away from each other,"['a spoon', 'a fork']",256x256
drop_object,44990,extracted_videos/20bn-something-something-v2/44990.webm,processed_data_256/frames/drop_object/44990_input.npy,processed_data_256/frames/drop_object/44990_target.npy,"Lifting [something] up completely, then letting it drop down","lifting a cup up completely, then letting it drop down",['a cup'],256x256
drop_object,23887,extracted_videos/20bn-something-something-v2/23887.webm,processed_data_256/frames/drop_object/23887_input.npy,processed_data_256/frames/drop_object/23887_target.npy,"Lifting [something] up completely, then letting it drop down","lifting expander up completely, then letting it drop down",['expander'],256x256
drop_object,191866,extracted_videos/20bn-something-something-v2/191866.webm,processed_data_256/frames/drop_object/191866_input.npy,processed_data_256/frames/drop_object/191866_target.npy,[Something] falling like a feather or paper,paper falling like a feather or paper,['paper'],256x256
cover_object,190725,extracted_videos/20bn-something-something-v2/190725.webm,processed_data_256/frames/cover_object/190725_input.npy,processed_data_256/frames/cover_object/190725_target.npy,Uncovering [something],uncovering dvd,['dvd'],256x256
drop_object,7570,extracted_videos/20bn-something-something-v2/7570.webm,processed_data_256/frames/drop_object/7570_input.npy,processed_data_256/frames/drop_object/7570_target.npy,[Something] falling like a feather or paper,plastic sachet falling like a feather or paper,['plastic sachet'],256x256
cover_object,36956,extracted_videos/20bn-something-something-v2/36956.webm,processed_data_256/frames/cover_object/36956_input.npy,processed_data_256/frames/cover_object/36956_target.npy,Showing [something] on top of [something],showing binder clip on top of sticky note,"['binder clip', 'sticky note']",256x256
drop_object,61229,extracted_videos/20bn-something-something-v2/61229.webm,processed_data_256/frames/drop_object/61229_input.npy,processed_data_256/frames/drop_object/61229_target.npy,Dropping [something] into [something],dropping spoon into steel glass,"['spoon', 'steel glass']",256x256
move_object,160030,extracted_videos/20bn-something-something-v2/160030.webm,processed_data_256/frames/move_object/160030_input.npy,processed_data_256/frames/move_object/160030_target.npy,Moving [something] and [something] closer to each other,moving a polo shirt and a flat iron closer to each other,"['a polo shirt', 'a flat iron']",256x256
cover_object,85216,extracted_videos/20bn-something-something-v2/85216.webm,processed_data_256/frames/cover_object/85216_input.npy,processed_data_256/frames/cover_object/85216_target.npy,Covering [something] with [something],covering a pen with a book,"['a pen', 'a book']",256x256
drop_object,199293,extracted_videos/20bn-something-something-v2/199293.webm,processed_data_256/frames/drop_object/199293_input.npy,processed_data_256/frames/drop_object/199293_target.npy,Dropping [something] in front of [something],dropping a pillow in front of a chair,"['a pillow', 'a chair']",256x256
move_object,186431,extracted_videos/20bn-something-something-v2/186431.webm,processed_data_256/frames/move_object/186431_input.npy,processed_data_256/frames/move_object/186431_target.npy,Pushing [something] from left to right,pushing samsung phone from left to right,['samsung phone'],256x256
cover_object,156483,extracted_videos/20bn-something-something-v2/156483.webm,processed_data_256/frames/cover_object/156483_input.npy,processed_data_256/frames/cover_object/156483_target.npy,Putting [something] onto [something],putting shirt onto hanger,"['shirt', 'hanger']",256x256
cover_object,9417,extracted_videos/20bn-something-something-v2/9417.webm,processed_data_256/frames/cover_object/9417_input.npy,processed_data_256/frames/cover_object/9417_target.npy,Putting [something] onto [something],putting ice cream container onto card board box,"['ice cream container', 'card board box']",256x256
drop_object,81039,extracted_videos/20bn-something-something-v2/81039.webm,processed_data_256/frames/drop_object/81039_input.npy,processed_data_256/frames/drop_object/81039_target.npy,[Something] falling like a rock,scissors falling like a rock,['scissors'],256x256
drop_object,160500,extracted_videos/20bn-something-something-v2/160500.webm,processed_data_256/frames/drop_object/160500_input.npy,processed_data_256/frames/drop_object/160500_target.npy,[Something] falling like a feather or paper,a synthetic feather falling like a feather or paper,['a synthetic feather'],256x256
drop_object,218065,extracted_videos/20bn-something-something-v2/218065.webm,processed_data_256/frames/drop_object/218065_input.npy,processed_data_256/frames/drop_object/218065_target.npy,"Lifting [something] up completely, then letting it drop down","lifting plastic toy corn stalk up completely, then letting it drop down",['plastic toy corn stalk'],256x256
cover_object,113859,extracted_videos/20bn-something-something-v2/113859.webm,processed_data_256/frames/cover_object/113859_input.npy,processed_data_256/frames/cover_object/113859_target.npy,Uncovering [something],uncovering coin,['coin'],256x256
move_object,117712,extracted_videos/20bn-something-something-v2/117712.webm,processed_data_256/frames/move_object/117712_input.npy,processed_data_256/frames/move_object/117712_target.npy,Pushing [something] from left to right,pushing the fidget from left to right,['the fidget'],256x256
move_object,166467,extracted_videos/20bn-something-something-v2/166467.webm,processed_data_256/frames/move_object/166467_input.npy,processed_data_256/frames/move_object/166467_target.npy,Moving [something] across a surface until it falls down,moving purse across a surface until it falls down,['purse'],256x256
cover_object,114557,extracted_videos/20bn-something-something-v2/114557.webm,processed_data_256/frames/cover_object/114557_input.npy,processed_data_256/frames/cover_object/114557_target.npy,Uncovering [something],uncovering a chili,['a chili'],256x256
drop_object,2967,extracted_videos/20bn-something-something-v2/2967.webm,processed_data_256/frames/drop_object/2967_input.npy,processed_data_256/frames/drop_object/2967_target.npy,Dropping [something] next to [something],dropping a stick next to a dumbbell,"['a stick', 'a dumbbell']",256x256
move_object,150836,extracted_videos/20bn-something-something-v2/150836.webm,processed_data_256/frames/move_object/150836_input.npy,processed_data_256/frames/move_object/150836_target.npy,Moving [something] down,moving razor down,['razor'],256x256
move_object,13660,extracted_videos/20bn-something-something-v2/13660.webm,processed_data_256/frames/move_object/13660_input.npy,processed_data_256/frames/move_object/13660_target.npy,Pushing [something] from right to left,pushing plastic holder from right to left,['plastic holder'],256x256
cover_object,198559,extracted_videos/20bn-something-something-v2/198559.webm,processed_data_256/frames/cover_object/198559_input.npy,processed_data_256/frames/cover_object/198559_target.npy,Covering [something] with [something],covering crayon with paper,"['crayon', 'paper']",256x256
move_object,174705,extracted_videos/20bn-something-something-v2/174705.webm,processed_data_256/frames/move_object/174705_input.npy,processed_data_256/frames/move_object/174705_target.npy,Moving [something] away from the camera,moving super glue away from the camera,['super glue'],256x256
drop_object,44243,extracted_videos/20bn-something-something-v2/44243.webm,processed_data_256/frames/drop_object/44243_input.npy,processed_data_256/frames/drop_object/44243_target.npy,Dropping [something] onto [something],dropping eraser onto floor,"['eraser', 'floor']",256x256
move_object,47284,extracted_videos/20bn-something-something-v2/47284.webm,processed_data_256/frames/move_object/47284_input.npy,processed_data_256/frames/move_object/47284_target.npy,Pushing [something] from right to left,pushing spoon from right to left,['spoon'],256x256
cover_object,65503,extracted_videos/20bn-something-something-v2/65503.webm,processed_data_256/frames/cover_object/65503_input.npy,processed_data_256/frames/cover_object/65503_target.npy,Uncovering [something],uncovering bottle,['bottle'],256x256
drop_object,106663,extracted_videos/20bn-something-something-v2/106663.webm,processed_data_256/frames/drop_object/106663_input.npy,processed_data_256/frames/drop_object/106663_target.npy,"Lifting [something] up completely, then letting it drop down","lifting a knife up completely, then letting it drop down",['a knife'],256x256
drop_object,201803,extracted_videos/20bn-something-something-v2/201803.webm,processed_data_256/frames/drop_object/201803_input.npy,processed_data_256/frames/drop_object/201803_target.npy,[Something] falling like a feather or paper,paper towel falling like a feather or paper,['paper towel'],256x256
cover_object,12632,extracted_videos/20bn-something-something-v2/12632.webm,processed_data_256/frames/cover_object/12632_input.npy,processed_data_256/frames/cover_object/12632_target.npy,Covering [something] with [something],covering a ball with a paper cup,"['a ball', 'a paper cup']",256x256
drop_object,130775,extracted_videos/20bn-something-something-v2/130775.webm,processed_data_256/frames/drop_object/130775_input.npy,processed_data_256/frames/drop_object/130775_target.npy,[Something] falling like a feather or paper,cover falling like a feather or paper,['cover'],256x256
drop_object,189286,extracted_videos/20bn-something-something-v2/189286.webm,processed_data_256/frames/drop_object/189286_input.npy,processed_data_256/frames/drop_object/189286_target.npy,Dropping [something] next to [something],dropping chocolate bar next to package of biscuits,"['chocolate bar', 'package of biscuits']",256x256
move_object,44248,extracted_videos/20bn-something-something-v2/44248.webm,processed_data_256/frames/move_object/44248_input.npy,processed_data_256/frames/move_object/44248_target.npy,Pushing [something] so it spins,pushing bottle so it spins,['bottle'],256x256
drop_object,188073,extracted_videos/20bn-something-something-v2/188073.webm,processed_data_256/frames/drop_object/188073_input.npy,processed_data_256/frames/drop_object/188073_target.npy,Dropping [something] into [something],dropping nail clippers into disposable cup,"['nail clippers', 'disposable cup']",256x256
move_object,78234,extracted_videos/20bn-something-something-v2/78234.webm,processed_data_256/frames/move_object/78234_input.npy,processed_data_256/frames/move_object/78234_target.npy,Moving [something] up,moving turmeric leaves up,['turmeric leaves'],256x256
drop_object,118071,extracted_videos/20bn-something-something-v2/118071.webm,processed_data_256/frames/drop_object/118071_input.npy,processed_data_256/frames/drop_object/118071_target.npy,Dropping [something] next to [something],dropping sawo next to plant,"['sawo', 'plant']",256x256
move_object,16208,extracted_videos/20bn-something-something-v2/16208.webm,processed_data_256/frames/move_object/16208_input.npy,processed_data_256/frames/move_object/16208_target.npy,Pushing [something] from left to right,pushing paper from left to right,['paper'],256x256
cover_object,32111,extracted_videos/20bn-something-something-v2/32111.webm,processed_data_256/frames/cover_object/32111_input.npy,processed_data_256/frames/cover_object/32111_target.npy,Covering [something] with [something],covering color pencils with paper,"['color pencils', 'paper']",256x256
move_object,127772,extracted_videos/20bn-something-something-v2/127772.webm,processed_data_256/frames/move_object/127772_input.npy,processed_data_256/frames/move_object/127772_target.npy,Pulling [something] out of [something],pulling paper out of pad,"['paper', 'pad']",256x256
drop_object,40097,extracted_videos/20bn-something-something-v2/40097.webm,processed_data_256/frames/drop_object/40097_input.npy,processed_data_256/frames/drop_object/40097_target.npy,Dropping [something] behind [something],dropping yarn bundle behind soap box,"['yarn bundle', 'soap box']",256x256
cover_object,173964,extracted_videos/20bn-something-something-v2/173964.webm,processed_data_256/frames/cover_object/173964_input.npy,processed_data_256/frames/cover_object/173964_target.npy,Uncovering [something],uncovering pencil,['pencil'],256x256
move_object,74060,extracted_videos/20bn-something-something-v2/74060.webm,processed_data_256/frames/move_object/74060_input.npy,processed_data_256/frames/move_object/74060_target.npy,Moving [something] down,moving color pencils down,['color pencils'],256x256
cover_object,165749,extracted_videos/20bn-something-something-v2/165749.webm,processed_data_256/frames/cover_object/165749_input.npy,processed_data_256/frames/cover_object/165749_target.npy,Uncovering [something],uncovering small slate,['small slate'],256x256
cover_object,144288,extracted_videos/20bn-something-something-v2/144288.webm,processed_data_256/frames/cover_object/144288_input.npy,processed_data_256/frames/cover_object/144288_target.npy,Putting [something] onto [something],putting button onto bottle,"['button', 'bottle']",256x256
move_object,67540,extracted_videos/20bn-something-something-v2/67540.webm,processed_data_256/frames/move_object/67540_input.npy,processed_data_256/frames/move_object/67540_target.npy,Pushing [something] from right to left,pushing color pencils from right to left,['color pencils'],256x256
drop_object,128006,extracted_videos/20bn-something-something-v2/128006.webm,processed_data_256/frames/drop_object/128006_input.npy,processed_data_256/frames/drop_object/128006_target.npy,"Lifting [something] up completely, then letting it drop down","lifting knife up completely, then letting it drop down",['knife'],256x256
cover_object,78581,extracted_videos/20bn-something-something-v2/78581.webm,processed_data_256/frames/cover_object/78581_input.npy,processed_data_256/frames/cover_object/78581_target.npy,Covering [something] with [something],covering coin with paper,"['coin', 'paper']",256x256
move_object,138484,extracted_videos/20bn-something-something-v2/138484.webm,processed_data_256/frames/move_object/138484_input.npy,processed_data_256/frames/move_object/138484_target.npy,Pulling [something] from left to right,pulling book from left to right,['book'],256x256
drop_object,107041,extracted_videos/20bn-something-something-v2/107041.webm,processed_data_256/frames/drop_object/107041_input.npy,processed_data_256/frames/drop_object/107041_target.npy,[Something] falling like a feather or paper,tissue falling like a feather or paper,['tissue'],256x256
cover_object,42571,extracted_videos/20bn-something-something-v2/42571.webm,processed_data_256/frames/cover_object/42571_input.npy,processed_data_256/frames/cover_object/42571_target.npy,Covering [something] with [something],covering mobile with towel,"['mobile', 'towel']",256x256
drop_object,26954,extracted_videos/20bn-something-something-v2/26954.webm,processed_data_256/frames/drop_object/26954_input.npy,processed_data_256/frames/drop_object/26954_target.npy,Dropping [something] onto [something],dropping statue onto router box,"['statue', 'router box']",256x256
move_object,185243,extracted_videos/20bn-something-something-v2/185243.webm,processed_data_256/frames/move_object/185243_input.npy,processed_data_256/frames/move_object/185243_target.npy,Moving [something] down,moving the box down,['the box'],256x256
cover_object,200196,extracted_videos/20bn-something-something-v2/200196.webm,processed_data_256/frames/cover_object/200196_input.npy,processed_data_256/frames/cover_object/200196_target.npy,Putting [something] onto [something],putting a pencil onto a duct tape,"['a pencil', 'a duct tape']",256x256
move_object,189865,extracted_videos/20bn-something-something-v2/189865.webm,processed_data_256/frames/move_object/189865_input.npy,processed_data_256/frames/move_object/189865_target.npy,Pushing [something] from right to left,pushing cap from right to left,['cap'],256x256
cover_object,148223,extracted_videos/20bn-something-something-v2/148223.webm,processed_data_256/frames/cover_object/148223_input.npy,processed_data_256/frames/cover_object/148223_target.npy,Covering [something] with [something],covering pencil with paper,"['pencil', 'paper']",256x256
cover_object,134842,extracted_videos/20bn-something-something-v2/134842.webm,processed_data_256/frames/cover_object/134842_input.npy,processed_data_256/frames/cover_object/134842_target.npy,Covering [something] with [something],covering pencil with paper,"['pencil', 'paper']",256x256
cover_object,207719,extracted_videos/20bn-something-something-v2/207719.webm,processed_data_256/frames/cover_object/207719_input.npy,processed_data_256/frames/cover_object/207719_target.npy,Covering [something] with [something],covering keys with baseball cap,"['keys', 'baseball cap']",256x256
drop_object,160269,extracted_videos/20bn-something-something-v2/160269.webm,processed_data_256/frames/drop_object/160269_input.npy,processed_data_256/frames/drop_object/160269_target.npy,"Lifting [something] up completely, then letting it drop down","lifting crayon up completely, then letting it drop down",['crayon'],256x256
drop_object,80790,extracted_videos/20bn-something-something-v2/80790.webm,processed_data_256/frames/drop_object/80790_input.npy,processed_data_256/frames/drop_object/80790_target.npy,Dropping [something] in front of [something],dropping a pencil in front of a pad paper,"['a pencil', 'a pad paper']",256x256
cover_object,80889,extracted_videos/20bn-something-something-v2/80889.webm,processed_data_256/frames/cover_object/80889_input.npy,processed_data_256/frames/cover_object/80889_target.npy,Showing [something] on top of [something],showing rose colour small box on top of nail polish,"['rose colour small box', 'nail polish']",256x256
drop_object,65328,extracted_videos/20bn-something-something-v2/65328.webm,processed_data_256/frames/drop_object/65328_input.npy,processed_data_256/frames/drop_object/65328_target.npy,Dropping [something] next to [something],dropping shoe cleaning brush next to kiwi shoe polish,"['shoe cleaning brush', 'kiwi shoe polish']",256x256
move_object,219791,extracted_videos/20bn-something-something-v2/219791.webm,processed_data_256/frames/move_object/219791_input.npy,processed_data_256/frames/move_object/219791_target.npy,Pushing [something] from right to left,pushing mobile from right to left,['mobile'],256x256
move_object,146353,extracted_videos/20bn-something-something-v2/146353.webm,processed_data_256/frames/move_object/146353_input.npy,processed_data_256/frames/move_object/146353_target.npy,Pushing [something] so that it falls off the table,pushing a charger socket so that it falls off the table,['a charger socket'],256x256
cover_object,173988,extracted_videos/20bn-something-something-v2/173988.webm,processed_data_256/frames/cover_object/173988_input.npy,processed_data_256/frames/cover_object/173988_target.npy,Uncovering [something],uncovering color pencil,['color pencil'],256x256
cover_object,144271,extracted_videos/20bn-something-something-v2/144271.webm,processed_data_256/frames/cover_object/144271_input.npy,processed_data_256/frames/cover_object/144271_target.npy,Uncovering [something],uncovering pills,['pills'],256x256
move_object,190113,extracted_videos/20bn-something-something-v2/190113.webm,processed_data_256/frames/move_object/190113_input.npy,processed_data_256/frames/move_object/190113_target.npy,Plugging [something] into [something] but pulling it right out as you remove your hand,plugging plug into socket but pulling it right out as you remove your hand,"['plug', 'socket']",256x256
move_object,196878,extracted_videos/20bn-something-something-v2/196878.webm,processed_data_256/frames/move_object/196878_input.npy,processed_data_256/frames/move_object/196878_target.npy,Moving [something] down,moving a roll of tissue down,['a roll of tissue'],256x256
cover_object,112109,extracted_videos/20bn-something-something-v2/112109.webm,processed_data_256/frames/cover_object/112109_input.npy,processed_data_256/frames/cover_object/112109_target.npy,Putting [something] onto [something],putting aa battery onto pizza box,"['aa battery', 'pizza box']",256x256
move_object,75336,extracted_videos/20bn-something-something-v2/75336.webm,processed_data_256/frames/move_object/75336_input.npy,processed_data_256/frames/move_object/75336_target.npy,Pushing [something] from left to right,pushing used tissues from left to right,['used tissues'],256x256
cover_object,56931,extracted_videos/20bn-something-something-v2/56931.webm,processed_data_256/frames/cover_object/56931_input.npy,processed_data_256/frames/cover_object/56931_target.npy,Showing [something] on top of [something],showing specs on top of pillow,"['specs', 'pillow']",256x256
cover_object,37813,extracted_videos/20bn-something-something-v2/37813.webm,processed_data_256/frames/cover_object/37813_input.npy,processed_data_256/frames/cover_object/37813_target.npy,Uncovering [something],uncovering card,['card'],256x256
cover_object,101040,extracted_videos/20bn-something-something-v2/101040.webm,processed_data_256/frames/cover_object/101040_input.npy,processed_data_256/frames/cover_object/101040_target.npy,Uncovering [something],uncovering pencil,['pencil'],256x256
drop_object,25167,extracted_videos/20bn-something-something-v2/25167.webm,processed_data_256/frames/drop_object/25167_input.npy,processed_data_256/frames/drop_object/25167_target.npy,"Lifting [something] up completely, then letting it drop down","lifting a magazine rack up completely, then letting it drop down",['a magazine rack'],256x256
cover_object,177119,extracted_videos/20bn-something-something-v2/177119.webm,processed_data_256/frames/cover_object/177119_input.npy,processed_data_256/frames/cover_object/177119_target.npy,Showing [something] on top of [something],showing a pawn on top of a chair,"['a pawn', 'a chair']",256x256
move_object,8531,extracted_videos/20bn-something-something-v2/8531.webm,processed_data_256/frames/move_object/8531_input.npy,processed_data_256/frames/move_object/8531_target.npy,Moving [something] down,moving wireless mouse down,['wireless mouse'],256x256
cover_object,163431,extracted_videos/20bn-something-something-v2/163431.webm,processed_data_256/frames/cover_object/163431_input.npy,processed_data_256/frames/cover_object/163431_target.npy,Uncovering [something],uncovering eraser,['eraser'],256x256
cover_object,22961,extracted_videos/20bn-something-something-v2/22961.webm,processed_data_256/frames/cover_object/22961_input.npy,processed_data_256/frames/cover_object/22961_target.npy,Covering [something] with [something],covering batmobile with towel,"['batmobile', 'towel']",256x256
move_object,16320,extracted_videos/20bn-something-something-v2/16320.webm,processed_data_256/frames/move_object/16320_input.npy,processed_data_256/frames/move_object/16320_target.npy,Pushing [something] so that it falls off the table,pushing blue marker so that it falls off the table,['blue marker'],256x256
drop_object,188049,extracted_videos/20bn-something-something-v2/188049.webm,processed_data_256/frames/drop_object/188049_input.npy,processed_data_256/frames/drop_object/188049_target.npy,"Lifting [something] up completely, then letting it drop down","lifting pencil up completely, then letting it drop down",['pencil'],256x256
drop_object,103021,extracted_videos/20bn-something-something-v2/103021.webm,processed_data_256/frames/drop_object/103021_input.npy,processed_data_256/frames/drop_object/103021_target.npy,"Lifting [something] up completely, then letting it drop down","lifting a dog toy up completely, then letting it drop down",['a dog toy'],256x256
move_object,5611,extracted_videos/20bn-something-something-v2/5611.webm,processed_data_256/frames/move_object/5611_input.npy,processed_data_256/frames/move_object/5611_target.npy,Moving [something] up,moving a cloth up,['a cloth'],256x256
cover_object,60949,extracted_videos/20bn-something-something-v2/60949.webm,processed_data_256/frames/cover_object/60949_input.npy,processed_data_256/frames/cover_object/60949_target.npy,Covering [something] with [something],covering card with paper,"['card', 'paper']",256x256
drop_object,182707,extracted_videos/20bn-something-something-v2/182707.webm,processed_data_256/frames/drop_object/182707_input.npy,processed_data_256/frames/drop_object/182707_target.npy,Dropping [something] onto [something],dropping a candle onto a bed,"['a candle', 'a bed']",256x256
drop_object,5546,extracted_videos/20bn-something-something-v2/5546.webm,processed_data_256/frames/drop_object/5546_input.npy,processed_data_256/frames/drop_object/5546_target.npy,Dropping [something] onto [something],dropping tools bag onto mouse pad,"['tools bag', 'mouse pad']",256x256
move_object,80346,extracted_videos/20bn-something-something-v2/80346.webm,processed_data_256/frames/move_object/80346_input.npy,processed_data_256/frames/move_object/80346_target.npy,Pushing [something] with [something],pushing a plastic with a lipstick,"['a plastic', 'a lipstick']",256x256
drop_object,104726,extracted_videos/20bn-something-something-v2/104726.webm,processed_data_256/frames/drop_object/104726_input.npy,processed_data_256/frames/drop_object/104726_target.npy,Dropping [something] behind [something],dropping a battery behind pen,"['a battery', 'pen']",256x256
cover_object,151950,extracted_videos/20bn-something-something-v2/151950.webm,processed_data_256/frames/cover_object/151950_input.npy,processed_data_256/frames/cover_object/151950_target.npy,Putting [something] onto [something],putting doll onto small plate,"['doll', 'small plate']",256x256
drop_object,56157,extracted_videos/20bn-something-something-v2/56157.webm,processed_data_256/frames/drop_object/56157_input.npy,processed_data_256/frames/drop_object/56157_target.npy,[Something] falling like a rock,glasses box falling like a rock,['glasses box'],256x256
move_object,75179,extracted_videos/20bn-something-something-v2/75179.webm,processed_data_256/frames/move_object/75179_input.npy,processed_data_256/frames/move_object/75179_target.npy,Moving [something] away from [something],moving flashdisk away from floor,"['flashdisk', 'floor']",256x256
move_object,124071,extracted_videos/20bn-something-something-v2/124071.webm,processed_data_256/frames/move_object/124071_input.npy,processed_data_256/frames/move_object/124071_target.npy,Pushing [something] so it spins,pushing bulb so it spins,['bulb'],256x256
cover_object,89743,extracted_videos/20bn-something-something-v2/89743.webm,processed_data_256/frames/cover_object/89743_input.npy,processed_data_256/frames/cover_object/89743_target.npy,Covering [something] with [something],covering pencil with paper,"['pencil', 'paper']",256x256
drop_object,62780,extracted_videos/20bn-something-something-v2/62780.webm,processed_data_256/frames/drop_object/62780_input.npy,processed_data_256/frames/drop_object/62780_target.npy,Dropping [something] into [something],dropping peanuts into red rubber ice-tray,"['peanuts', 'red rubber ice-tray']",256x256
drop_object,58050,extracted_videos/20bn-something-something-v2/58050.webm,processed_data_256/frames/drop_object/58050_input.npy,processed_data_256/frames/drop_object/58050_target.npy,Dropping [something] in front of [something],dropping a pair of sunglasses in front of a sunglass case,"['a pair of sunglasses', 'a sunglass case']",256x256
drop_object,147952,extracted_videos/20bn-something-something-v2/147952.webm,processed_data_256/frames/drop_object/147952_input.npy,processed_data_256/frames/drop_object/147952_target.npy,Dropping [something] next to [something],dropping a compass next to a calculator,"['a compass', 'a calculator']",256x256
cover_object,102119,extracted_videos/20bn-something-something-v2/102119.webm,processed_data_256/frames/cover_object/102119_input.npy,processed_data_256/frames/cover_object/102119_target.npy,Showing [something] on top of [something],showing monitor on top of desk,"['monitor', 'desk']",256x256
cover_object,134593,extracted_videos/20bn-something-something-v2/134593.webm,processed_data_256/frames/cover_object/134593_input.npy,processed_data_256/frames/cover_object/134593_target.npy,Putting [something] onto [something],putting leaves onto book,"['leaves', 'book']",256x256
cover_object,146019,extracted_videos/20bn-something-something-v2/146019.webm,processed_data_256/frames/cover_object/146019_input.npy,processed_data_256/frames/cover_object/146019_target.npy,Stuffing [something] into [something],stuffing put the card on top of into the magnet,"['put the card on top of', 'the magnet']",256x256
drop_object,48073,extracted_videos/20bn-something-something-v2/48073.webm,processed_data_256/frames/drop_object/48073_input.npy,processed_data_256/frames/drop_object/48073_target.npy,[Something] falling like a feather or paper,a tissue falling like a feather or paper,['a tissue'],256x256
cover_object,139730,extracted_videos/20bn-something-something-v2/139730.webm,processed_data_256/frames/cover_object/139730_input.npy,processed_data_256/frames/cover_object/139730_target.npy,Covering [something] with [something],covering a headphone with a book,"['a headphone', 'a book']",256x256
